dataset,image,sigma,realization,method,psnr,ssim,runtime
BSD68,test006.png,50,1,adaptive,15.3767050959124,0.108435598849999,4.9541684
BSD68,test006.png,50,1,bilateral,16.850389599139,0.123348957492933,0.669696
BSD68,test006.png,50,1,guided,17.3411404295424,0.136811934580414,0.0465606
BSD68,test006.png,50,1,l0,17.7365575399929,0.251804371034822,2.1767477
BSD68,test006.png,50,1,lgss,16.7262280323,0.2923709822,4.3567427
BSD68,test006.png,50,1,original,17.9431438421774,0.383307465705013,4.5572304
BSD68,test006.png,50,1,tv,13.3545071236,0.0639322921,1.0784965
BSD68,test007.png,50,1,adaptive,14.9419887889996,0.229846606295582,4.7541997
BSD68,test007.png,50,1,bilateral,16.2847105895649,0.259480666426018,0.5727421
BSD68,test007.png,50,1,guided,16.7058535540212,0.266701237881339,0.0108154
BSD68,test007.png,50,1,l0,17.3106036815716,0.300208138307108,3.0147014
BSD68,test007.png,50,1,lgss,15.6955677957,0.2676448768,4.1408636
BSD68,test007.png,50,1,original,17.6330417945869,0.351862739246761,4.5710408
BSD68,test007.png,50,1,tv,13.1331935068,0.1676522039,1.0781307
BSD68,test008.png,50,1,adaptive,15.135085780819,0.280450609445712,6.4663825
BSD68,test008.png,50,1,bilateral,16.4080337112243,0.309012985005103,0.5984623
BSD68,test008.png,50,1,guided,16.8707923590256,0.318186988529928,0.0154107
BSD68,test008.png,50,1,l0,17.3044202804407,0.332532988974122,2.3022711
BSD68,test008.png,50,1,lgss,15.8432331999,0.3250360317,6.2328451
BSD68,test008.png,50,1,original,17.7007994135899,0.389965692881201,6.1852383
BSD68,test008.png,50,1,tv,13.3693272064,0.2125336567,1.8776498
BSD68,test009.png,50,1,adaptive,15.5106344457681,0.201035335532371,19.3818768
BSD68,test009.png,50,1,bilateral,16.8580870400966,0.229101890943103,2.1732648
BSD68,test009.png,50,1,guided,17.4024437853729,0.240606032200217,0.0371271
BSD68,test009.png,50,1,l0,18.0441573667935,0.316596657912688,6.1682757
BSD68,test009.png,50,1,lgss,16.7966077028,0.359340099,8.1478642
BSD68,test009.png,50,1,original,18.8691072223019,0.442616283905938,17.0055485
BSD68,test009.png,50,1,tv,13.6401148334,0.143589716,1.3092615
BSD68,test010.png,50,1,adaptive,14.6204161874195,0.135726836592833,9.2323419
BSD68,test010.png,50,1,bilateral,16.1179047615517,0.161096498848056,0.8451341
BSD68,test010.png,50,1,guided,16.5000978537853,0.166102120218592,0.0168441
BSD68,test010.png,50,1,l0,17.1072898459373,0.197344261339348,3.9535843
BSD68,test010.png,50,1,lgss,15.4043337666,0.1697813338,4.7293515
BSD68,test010.png,50,1,original,17.0705129026551,0.231411091029646,7.1671907
BSD68,test010.png,50,1,tv,12.7788334491,0.0947780288,1.4530167
BSD68,test011.png,50,1,adaptive,15.4208621149854,0.299166732907565,8.6498157
BSD68,test011.png,50,1,bilateral,16.6083060332821,0.324087087628274,0.9474636
BSD68,test011.png,50,1,guided,16.9761839868091,0.329229790436731,0.0181828
BSD68,test011.png,50,1,l0,17.5644223233969,0.371477250116525,3.6277126
BSD68,test011.png,50,1,lgss,16.4821639451,0.3790382464,4.1161523
BSD68,test011.png,50,1,original,17.9948986331608,0.429954470800288,8.0523372
BSD68,test011.png,50,1,tv,13.5138651503,0.2253741245,1.0591428
BSD68,test012.png,50,1,adaptive,14.6338546465786,0.194681711998242,10.5827355
BSD68,test012.png,50,1,bilateral,16.0463820279406,0.223838352058183,0.8395674
BSD68,test012.png,50,1,guided,16.4122286173689,0.229317140445087,0.0201985
BSD68,test012.png,50,1,l0,16.8559257144702,0.251938225503161,3.7115272
BSD68,test012.png,50,1,lgss,15.1999837411,0.2211698191,4.2490075
BSD68,test012.png,50,1,original,16.9282015782434,0.296552898431035,6.718043
BSD68,test012.png,50,1,tv,12.7968056126,0.1365490668,1.0777444
BSD68,test013.png,50,1,adaptive,14.5867880665389,0.140729591743439,7.3933589
BSD68,test013.png,50,1,bilateral,16.0714513627547,0.168104722216806,0.9283715
BSD68,test013.png,50,1,guided,16.4464752559403,0.173664046466872,0.0200777
BSD68,test013.png,50,1,l0,16.9730105514331,0.196033574023536,3.3475725
BSD68,test013.png,50,1,lgss,15.1949664538,0.1620541978,4.2600152
BSD68,test013.png,50,1,original,16.9786216444178,0.235560428907043,6.7268047
BSD68,test013.png,50,1,tv,12.7335844409,0.0954882944,1.0472167
BSD68,test014.png,50,1,adaptive,14.7829173393503,0.139446763874918,8.9537052
BSD68,test014.png,50,1,bilateral,16.273616448213,0.16117268111593,0.7705889
BSD68,test014.png,50,1,guided,16.6688005530189,0.16665397094072,0.012243
BSD68,test014.png,50,1,l0,17.3629947034374,0.209840819116953,3.0931339
BSD68,test014.png,50,1,lgss,16.0358383746,0.1940956395,4.6150118
BSD68,test014.png,50,1,original,17.3657684029815,0.249219890646578,7.6261102
BSD68,test014.png,50,1,tv,12.9248179352,0.0996489511,1.068827
BSD68,test015.png,50,1,adaptive,15.1570010660733,0.235741305625601,7.2290211
BSD68,test015.png,50,1,bilateral,16.4792661010231,0.263214167999849,0.7406467
BSD68,test015.png,50,1,guided,16.9313776979269,0.272567229231458,0.0134185
BSD68,test015.png,50,1,l0,17.3420357754552,0.316473445880044,3.4460489
BSD68,test015.png,50,1,lgss,16.1783036706,0.3422231732,4.0381154
BSD68,test015.png,50,1,original,17.8064072952084,0.40677858005481,8.3998024
BSD68,test015.png,50,1,tv,13.3136755997,0.1736865771,1.1407516
BSD68,test016.png,50,1,adaptive,14.8999683972099,0.324577000740008,6.5654184
BSD68,test016.png,50,1,bilateral,16.0867635359309,0.353464235451303,0.7887992
BSD68,test016.png,50,1,guided,16.4179034916748,0.358280106670643,0.0127935
BSD68,test016.png,50,1,l0,16.9509668637336,0.393952539225888,4.2635154
BSD68,test016.png,50,1,lgss,15.7567000114,0.3654294196,4.156444
BSD68,test016.png,50,1,original,17.2345828792229,0.440943467218602,6.6216442
BSD68,test016.png,50,1,tv,13.1026657041,0.2486274877,1.0721487
BSD68,test017.png,50,1,adaptive,15.4555434397345,0.0939092581908108,7.7873077
BSD68,test017.png,50,1,bilateral,16.9472709430688,0.110749306344696,0.8216169
BSD68,test017.png,50,1,guided,17.4512052730864,0.121271044834873,0.0175638
BSD68,test017.png,50,1,l0,18.0476429038504,0.196421043432311,3.7714377
BSD68,test017.png,50,1,lgss,16.6211313287,0.2294027055,4.1859726
BSD68,test017.png,50,1,original,18.1969813464753,0.273637519330455,6.4896755
BSD68,test017.png,50,1,tv,13.4023986472,0.0541686735,1.0764796
BSD68,test018.png,50,1,adaptive,14.8780637605043,0.0894196829012031,16.8479001
BSD68,test018.png,50,1,bilateral,16.4312042565778,0.109095244006257,0.8248851
BSD68,test018.png,50,1,guided,16.8914158060142,0.116061391861775,0.0161145
BSD68,test018.png,50,1,l0,17.6729413228114,0.157774940333335,4.3393349
BSD68,test018.png,50,1,lgss,16.1038077954,0.1373599765,4.1957331
BSD68,test018.png,50,1,original,17.6872543442244,0.196255441231377,9.0015099
BSD68,test018.png,50,1,tv,13.0143394818,0.0595499644,1.0603372
BSD68,test019.png,50,1,adaptive,15.0443583248744,0.210445574447307,7.4745945
BSD68,test019.png,50,1,bilateral,16.4213646140004,0.234466371888779,0.7987888
BSD68,test019.png,50,1,guided,16.7773123575841,0.240733064558502,0.0143307
BSD68,test019.png,50,1,l0,17.2530285918976,0.287664783289829,3.1270483
BSD68,test019.png,50,1,lgss,16.0436702504,0.294603207,4.1214682
BSD68,test019.png,50,1,original,17.3722601533827,0.351995695254978,6.5852366
BSD68,test019.png,50,1,tv,13.1352897861,0.1584750762,1.0303894
BSD68,test020.png,50,1,adaptive,15.1445015536146,0.184423821020429,7.1335963
BSD68,test020.png,50,1,bilateral,16.5449857518991,0.205360529711497,0.8213401
BSD68,test020.png,50,1,guided,16.9599977968894,0.21250950581658,0.0158723
BSD68,test020.png,50,1,l0,17.5172347968866,0.253332748042655,3.0459737
BSD68,test020.png,50,1,lgss,16.4559252306,0.2469077438,4.1479501
BSD68,test020.png,50,1,original,17.7140585450326,0.305594882904956,6.3463139
BSD68,test020.png,50,1,tv,13.2483420112,0.1404522195,1.0676573
BSD68,test021.png,50,1,adaptive,15.5533046285808,0.385332972347977,6.8848976
BSD68,test021.png,50,1,bilateral,16.5754290865265,0.410014946969317,0.7577192
BSD68,test021.png,50,1,guided,16.9409193810515,0.416569478569459,0.0256497
BSD68,test021.png,50,1,l0,17.2507658269908,0.465861732950936,3.8551238
BSD68,test021.png,50,1,lgss,16.4996817863,0.4769538356,4.1629153
BSD68,test021.png,50,1,original,17.8357185251503,0.546809246721015,6.2693214
BSD68,test021.png,50,1,tv,13.6558371099,0.3006516022,1.0678508
BSD68,test022.png,50,1,adaptive,15.1878863043592,0.3146096862179,7.6949434
BSD68,test022.png,50,1,bilateral,16.3852880441364,0.343676593800979,0.7775083
BSD68,test022.png,50,1,guided,16.7936445581558,0.35183132234688,0.0148404
BSD68,test022.png,50,1,l0,17.1374056895552,0.369195297484229,3.5920443
BSD68,test022.png,50,1,lgss,15.9077563454,0.3595219979,4.0621267
BSD68,test022.png,50,1,original,17.546637375921,0.423005374380245,5.9732086
BSD68,test022.png,50,1,tv,13.3507036647,0.235435577,1.0758863
BSD68,test023.png,50,1,adaptive,15.0128768096313,0.214845586347649,5.3033236
BSD68,test023.png,50,1,bilateral,16.3575652828918,0.240814540211089,0.6080536
BSD68,test023.png,50,1,guided,16.7803038468225,0.248482568203364,0.0121476
BSD68,test023.png,50,1,l0,17.3620157991745,0.289824263808261,2.5965852
BSD68,test023.png,50,1,lgss,15.95031764,0.2670696655,4.1078808
BSD68,test023.png,50,1,original,17.6323183563738,0.344444744005642,6.451269
BSD68,test023.png,50,1,tv,13.1689727696,0.1568399508,1.0571803
BSD68,test024.png,50,1,adaptive,15.6417260378443,0.238246988338911,5.0214321
BSD68,test024.png,50,1,bilateral,16.8708484463679,0.26595403654539,0.8798795
BSD68,test024.png,50,1,guided,17.3412990203266,0.276802598584705,0.0186897
BSD68,test024.png,50,1,l0,17.7621150223103,0.342335346983907,2.9167036
BSD68,test024.png,50,1,lgss,16.7857471767,0.376193947,4.0681537
BSD68,test024.png,50,1,original,18.4019981016607,0.439012684283951,6.0808091
BSD68,test024.png,50,1,tv,13.6541366883,0.1654118963,1.0554841
BSD68,test025.png,50,1,adaptive,14.9383321885712,0.19239977100553,6.6425348
BSD68,test025.png,50,1,bilateral,16.3298577478789,0.216220855951158,0.8835008
BSD68,test025.png,50,1,guided,16.7699264250822,0.222541204578855,0.0175247
BSD68,test025.png,50,1,l0,17.4692702653294,0.283617587509625,3.4853636
BSD68,test025.png,50,1,lgss,16.5406177409,0.321933791,4.5688638
BSD68,test025.png,50,1,original,17.7896053154338,0.367247500994044,7.9322578
BSD68,test025.png,50,1,tv,13.1362456677,0.1443390934,1.0769766
BSD68,test026.png,50,1,adaptive,14.9977103149252,0.198640581616269,5.0188009
BSD68,test026.png,50,1,bilateral,16.3730219118567,0.226145452566607,0.6115664
BSD68,test026.png,50,1,guided,16.8063638030806,0.234987117370096,0.0102414
BSD68,test026.png,50,1,l0,17.3834045638987,0.27838888316823,2.5883682
BSD68,test026.png,50,1,lgss,16.0337789633,0.2718952047,4.0843026
BSD68,test026.png,50,1,original,17.6483797571631,0.342399825725393,4.5780401
BSD68,test026.png,50,1,tv,13.1449957221,0.1399001884,1.0789846
BSD68,test027.png,50,1,adaptive,14.7452093885295,0.136256411539495,6.7009483
BSD68,test027.png,50,1,bilateral,16.2352303939767,0.161694078172209,0.5948999
BSD68,test027.png,50,1,guided,16.6666653669724,0.168152048632206,0.0111894
BSD68,test027.png,50,1,l0,17.2640784157397,0.201557288528522,2.5483904
BSD68,test027.png,50,1,lgss,15.5761213575,0.1786695127,4.0768085
BSD68,test027.png,50,1,original,17.3591857600498,0.247505273071561,5.3326502
BSD68,test027.png,50,1,tv,12.9150205301,0.0937835018,1.0523291
BSD68,test028.png,50,1,adaptive,17.7600733972115,0.185857573692145,5.212325
BSD68,test028.png,50,1,bilateral,18.7554594356119,0.171388392353871,0.6005424
BSD68,test028.png,50,1,guided,19.3765123324872,0.199264681105672,0.011097
BSD68,test028.png,50,1,l0,20.2323336640944,0.446289020123162,2.6453923
BSD68,test028.png,50,1,lgss,20.1972176949,0.5821741914,4.1141982
BSD68,test028.png,50,1,original,22.5459494841545,0.685586520761423,4.5214485
BSD68,test028.png,50,1,tv,14.8180615533,0.0850802457,1.1577865
BSD68,test029.png,50,1,adaptive,15.1024288595649,0.418319963623382,4.8261354
BSD68,test029.png,50,1,bilateral,16.1456237828353,0.441462932118205,0.5789823
BSD68,test029.png,50,1,guided,16.4794234654775,0.446863414370078,0.0098712
BSD68,test029.png,50,1,l0,16.4709586716301,0.449088686088341,2.350047
BSD68,test029.png,50,1,lgss,15.9094921144,0.4745292987,4.065818
BSD68,test029.png,50,1,original,16.7060064191885,0.498006821256828,4.6991479
BSD68,test029.png,50,1,tv,13.3188783932,0.3406908509,1.0652264
BSD68,test030.png,50,1,adaptive,14.5103752090479,0.129301174969252,5.0619695
BSD68,test030.png,50,1,bilateral,16.0106154448264,0.154179978200661,0.5869318
BSD68,test030.png,50,1,guided,16.3639403662284,0.158752845704634,0.0119324
BSD68,test030.png,50,1,l0,16.8277034513487,0.177909869762677,2.3324138
BSD68,test030.png,50,1,lgss,15.060099475,0.1462183932,4.1439839
BSD68,test030.png,50,1,original,16.7906633450289,0.211307828176285,4.4247234
BSD68,test030.png,50,1,tv,12.6388155755,0.0889441022,1.0607868
BSD68,test031.png,50,1,adaptive,14.6986267768903,0.409317769022689,6.0630434
BSD68,test031.png,50,1,bilateral,15.8260702125723,0.43891421051866,0.5693841
BSD68,test031.png,50,1,guided,16.1525557778798,0.445827269147145,0.0104868
BSD68,test031.png,50,1,l0,15.932337989185,0.422651022532831,2.4468099
BSD68,test031.png,50,1,lgss,14.8911027261,0.4173679926,4.0485552
BSD68,test031.png,50,1,original,16.0135181335677,0.460401360478152,4.6592371
BSD68,test031.png,50,1,tv,12.899627553,0.3166914304,1.0595762
BSD68,test032.png,50,1,adaptive,14.5773146136345,0.287135368602192,4.4401029
BSD68,test032.png,50,1,bilateral,15.8533654052214,0.320567481585614,0.5362081
BSD68,test032.png,50,1,guided,16.168459198204,0.326088959281948,0.0124328
BSD68,test032.png,50,1,l0,16.3379620000929,0.329135969614617,2.2811823
BSD68,test032.png,50,1,lgss,14.8378692927,0.2977182689,4.100232
BSD68,test032.png,50,1,original,16.4461121257266,0.372076127206315,4.0459121
BSD68,test032.png,50,1,tv,12.7231233538,0.206866375,0.8713872
BSD68,test033.png,50,1,adaptive,14.8060027634679,0.243570736344607,5.1260234
BSD68,test033.png,50,1,bilateral,16.1167467294618,0.265313817413799,0.5436843
BSD68,test033.png,50,1,guided,16.4567002829354,0.270382294052298,0.0096828
BSD68,test033.png,50,1,l0,16.7409470667278,0.295838610159525,2.3890189
BSD68,test033.png,50,1,lgss,15.815617624,0.2857800066,3.9950747
BSD68,test033.png,50,1,original,16.7572363753352,0.330572138746826,4.119173
BSD68,test033.png,50,1,tv,12.9068315472,0.1848673863,1.0700981
BSD68,test034.png,50,1,adaptive,15.2576297834894,0.107879236759606,4.4593856
BSD68,test034.png,50,1,bilateral,16.7536964160353,0.129874366859042,0.5414292
BSD68,test034.png,50,1,guided,17.2625529348507,0.139662925723853,0.0102132
BSD68,test034.png,50,1,l0,18.1706714454366,0.242004843370728,2.2329827
BSD68,test034.png,50,1,lgss,16.977222314,0.29610882,4.0705698
BSD68,test034.png,50,1,original,18.6151965625995,0.370118292613099,4.2804992
BSD68,test034.png,50,1,tv,13.354695522,0.0728889122,1.0587324
BSD68,test035.png,50,1,adaptive,15.0441433571714,0.208141237344705,4.2967444
BSD68,test035.png,50,1,bilateral,16.4136273573106,0.23546935895766,0.5427503
BSD68,test035.png,50,1,guided,16.8441269236533,0.243150542768126,0.0097695
BSD68,test035.png,50,1,l0,17.4382268119412,0.286881535260456,2.381509
BSD68,test035.png,50,1,lgss,15.985427456,0.291303397,4.0425235
BSD68,test035.png,50,1,original,17.7253597682457,0.36276880557675,4.0194084
BSD68,test035.png,50,1,tv,13.1954512552,0.1510953483,1.049595
BSD68,test036.png,50,1,adaptive,14.3246769000105,0.135176439919631,4.4769281
BSD68,test036.png,50,1,bilateral,15.8541511359464,0.160233438832738,0.5873614
BSD68,test036.png,50,1,guided,16.1652341461077,0.165021656208192,0.0108334
BSD68,test036.png,50,1,l0,16.4152982910348,0.157399336298427,2.3123445
BSD68,test036.png,50,1,lgss,14.4479300523,0.1374963041,4.0677094
BSD68,test036.png,50,1,original,16.116257057453,0.173268564341763,4.1522963
BSD68,test036.png,50,1,tv,12.4212142352,0.095445164,1.1367462
BSD68,test037.png,50,1,adaptive,15.0690598597736,0.166639125059665,5.0467125
BSD68,test037.png,50,1,bilateral,16.5114496033671,0.193091358967541,0.5524685
BSD68,test037.png,50,1,guided,16.9803686956097,0.201383449656406,0.0107815
BSD68,test037.png,50,1,l0,17.5555371458377,0.248954247790235,2.5177926
BSD68,test037.png,50,1,lgss,16.0760641725,0.2474293189,4.1516067
BSD68,test037.png,50,1,original,17.8417603739615,0.325849740877681,4.5432517
BSD68,test037.png,50,1,tv,13.2231752551,0.1188674703,1.1245677
BSD68,test038.png,50,1,adaptive,15.0460597112386,0.170042857721844,4.8582872
BSD68,test038.png,50,1,bilateral,16.4855191644388,0.197207117595049,0.5730734
BSD68,test038.png,50,1,guided,16.9619775494114,0.206273307938573,0.0106275
BSD68,test038.png,50,1,l0,17.6256605735368,0.244912021797675,2.5531012
BSD68,test038.png,50,1,lgss,15.8625665564,0.2230102588,4.042389
BSD68,test038.png,50,1,original,17.9483033075912,0.311023124401278,4.4529572
BSD68,test038.png,50,1,tv,13.2085227061,0.1172824575,1.0557085
BSD68,test039.png,50,1,adaptive,14.650265695986,0.129669399618021,8.3553978
BSD68,test039.png,50,1,bilateral,16.1313064695662,0.153752148168163,0.833262
BSD68,test039.png,50,1,guided,16.4994888177614,0.157915606331571,0.016935
BSD68,test039.png,50,1,l0,17.2446338633299,0.203342044124612,3.8073919
BSD68,test039.png,50,1,lgss,15.4295058605,0.150546591,3.80054
BSD68,test039.png,50,1,original,17.2524532285187,0.233766818167827,6.4762653
BSD68,test039.png,50,1,tv,12.8044050681,0.092943724,1.0202922
BSD68,test040.png,50,1,adaptive,14.737593226959,0.201944086387686,7.4563027
BSD68,test040.png,50,1,bilateral,16.1188273826277,0.224720448187711,1.0244794
BSD68,test040.png,50,1,guided,16.4352118280366,0.229608659745639,0.0160858
BSD68,test040.png,50,1,l0,16.8970339482058,0.266814976208732,3.4322083
BSD68,test040.png,50,1,lgss,15.7199451945,0.2591754729,3.728878
BSD68,test040.png,50,1,original,16.8872474811322,0.310569239022962,6.0785492
BSD68,test040.png,50,1,tv,12.8303037809,0.1489034568,0.9956426
BSD68,test041.png,50,1,adaptive,15.3689104209148,0.241556987092432,5.333728
BSD68,test041.png,50,1,bilateral,16.6444004078886,0.266763751670965,0.6149639
BSD68,test041.png,50,1,guided,17.0807965002798,0.276324864865254,0.0102463
BSD68,test041.png,50,1,l0,17.4475068874364,0.316489245009847,2.5933752
BSD68,test041.png,50,1,lgss,16.363738519,0.3365205971,3.6569024
BSD68,test041.png,50,1,original,17.7583149614392,0.380747223963798,5.6704037
BSD68,test041.png,50,1,tv,13.4306070274,0.1753903234,0.9733995
BSD68,test042.png,50,1,adaptive,14.8126612071542,0.173619648722006,5.1459251
BSD68,test042.png,50,1,bilateral,16.2419224236288,0.196183743757184,0.6295958
BSD68,test042.png,50,1,guided,16.6458235884952,0.201822124731704,0.0098217
BSD68,test042.png,50,1,l0,17.3281817593008,0.23561969215309,2.5145666
BSD68,test042.png,50,1,lgss,15.9372789993,0.2178945906,3.6691136
BSD68,test042.png,50,1,original,17.3196980244876,0.265856061928542,5.3575166
BSD68,test042.png,50,1,tv,12.9946358449,0.1315902865,1.0141833
BSD68,test043.png,50,1,adaptive,15.1412663357905,0.211354014346459,6.5791016
BSD68,test043.png,50,1,bilateral,16.4665786013414,0.236792422686963,0.8944484
BSD68,test043.png,50,1,guided,16.8658739814754,0.243261435044487,0.0151516
BSD68,test043.png,50,1,l0,17.4681134709117,0.302269938867472,3.1877438
BSD68,test043.png,50,1,lgss,16.348991505,0.297331067,3.7170095
BSD68,test043.png,50,1,original,17.8828108377281,0.376651849050633,5.3776379
BSD68,test043.png,50,1,tv,13.259065415,0.1567886648,1.0062407
BSD68,test044.png,50,1,adaptive,14.9183479686798,0.245446241234725,6.2509276
BSD68,test044.png,50,1,bilateral,16.2456683423069,0.272471021106443,0.6791516
BSD68,test044.png,50,1,guided,16.6764520158544,0.279997621332218,0.0103483
BSD68,test044.png,50,1,l0,17.0057159393371,0.293413509491573,3.3597567
BSD68,test044.png,50,1,lgss,15.7474675563,0.3034037416,3.6252825
BSD68,test044.png,50,1,original,17.1444689254082,0.347156634222091,6.1037248
BSD68,test044.png,50,1,tv,13.1160797926,0.181836,0.9727237
BSD68,test045.png,50,1,adaptive,14.4663034705766,0.0712704853643118,4.6637384
BSD68,test045.png,50,1,bilateral,16.0568656248363,0.0905463620518196,0.5656327
BSD68,test045.png,50,1,guided,16.4228759070935,0.0946300034050046,0.0094079
BSD68,test045.png,50,1,l0,17.0063992891067,0.127711012090638,2.2990131
BSD68,test045.png,50,1,lgss,15.4327265538,0.1051161424,3.6273959
BSD68,test045.png,50,1,original,16.831902262168,0.15248817419535,4.1054961
BSD68,test045.png,50,1,tv,12.5800664356,0.0474222751,1.026681
BSD68,test046.png,50,1,adaptive,14.9202802516097,0.314431799697689,4.5916245
BSD68,test046.png,50,1,bilateral,16.1413242243848,0.341120255792432,0.6818115
BSD68,test046.png,50,1,guided,16.4623962751182,0.346555319634892,0.0112681
BSD68,test046.png,50,1,l0,16.7856423121657,0.365612466929589,3.0531919
BSD68,test046.png,50,1,lgss,15.6813369304,0.3570431264,3.6245657
BSD68,test046.png,50,1,original,16.9312329388747,0.408725613642152,4.1641294
BSD68,test046.png,50,1,tv,13.0731517055,0.2408011171,0.9694776
BSD68,test047.png,50,1,adaptive,14.543555763355,0.248366895919317,7.6175807
BSD68,test047.png,50,1,bilateral,15.8928772231919,0.279705610474224,0.6775105
BSD68,test047.png,50,1,guided,16.2211640680619,0.2856637696878,0.0140392
BSD68,test047.png,50,1,l0,16.399502389198,0.285479437723473,3.0313679
BSD68,test047.png,50,1,lgss,14.8043576741,0.2579944909,3.5756953
BSD68,test047.png,50,1,original,16.3853040035414,0.320937338174647,9.7271031
BSD68,test047.png,50,1,tv,12.6984358818,0.179690472,1.0000819
BSD68,test048.png,50,1,adaptive,15.4282920440816,0.279677527992308,4.497275
BSD68,test048.png,50,1,bilateral,16.6104915521934,0.29847562088568,0.5656883
BSD68,test048.png,50,1,guided,16.9607086106712,0.304982012963015,0.0090531
BSD68,test048.png,50,1,l0,17.4753646756125,0.3759887182624,2.2631946
BSD68,test048.png,50,1,lgss,16.6334212807,0.3923228273,3.6389736
BSD68,test048.png,50,1,original,18.0290496837234,0.46435404243591,4.3486216
BSD68,test048.png,50,1,tv,13.4414198492,0.2055738142,0.9618712
BSD68,test049.png,50,1,adaptive,15.2445513254301,0.121128587357475,4.8763477
BSD68,test049.png,50,1,bilateral,16.7160011697147,0.129099349279962,0.6506225
BSD68,test049.png,50,1,guided,17.1935071684156,0.14309747866601,0.0136596
BSD68,test049.png,50,1,l0,17.9433451473508,0.243459293430026,2.3537506
BSD68,test049.png,50,1,lgss,16.4166242987,0.2585743757,3.6913764
BSD68,test049.png,50,1,original,18.0556227827007,0.33703143461068,4.3433665
BSD68,test049.png,50,1,tv,13.2550233394,0.0676099155,0.996003
BSD68,test050.png,50,1,adaptive,14.9899680476921,0.259581055596755,4.4318632
BSD68,test050.png,50,1,bilateral,16.2751280099483,0.282564593261216,0.5530232
BSD68,test050.png,50,1,guided,16.6657205360812,0.2938675060762,0.010827
BSD68,test050.png,50,1,l0,16.8932511664426,0.317000761067298,2.1958753
BSD68,test050.png,50,1,lgss,15.6307437973,0.3207479122,3.604358
BSD68,test050.png,50,1,original,16.9804981461625,0.370523386315493,4.1498466
BSD68,test050.png,50,1,tv,13.0889557563,0.1843488829,1.1413244
BSD68,test051.png,50,1,adaptive,14.5877548254058,0.261947671388564,6.1431289
BSD68,test051.png,50,1,bilateral,15.9070434714271,0.28498713116354,0.9400772
BSD68,test051.png,50,1,guided,16.1736883078981,0.287105019077992,0.0141634
BSD68,test051.png,50,1,l0,16.4643767738785,0.301087147469509,3.1039617
BSD68,test051.png,50,1,lgss,15.1176839296,0.2794946996,3.6444001
BSD68,test051.png,50,1,original,16.4156954621533,0.327837363090785,5.7334764
BSD68,test051.png,50,1,tv,12.7283944962,0.2095507759,0.9621675
BSD68,test052.png,50,1,adaptive,15.39858419272,0.125958335960294,9.6334759
BSD68,test052.png,50,1,bilateral,16.8452199163747,0.131493518234491,0.8812541
BSD68,test052.png,50,1,guided,17.2950735583714,0.148324367162644,0.0124474
BSD68,test052.png,50,1,l0,17.6388645288048,0.269431691634853,4.5935438
BSD68,test052.png,50,1,lgss,16.2107040022,0.2792103794,3.5751195
BSD68,test052.png,50,1,original,17.7982590249949,0.397853504716766,8.2173637
BSD68,test052.png,50,1,tv,13.2833438769,0.0666313325,0.970993
BSD68,test053.png,50,1,adaptive,14.6644009047104,0.0835594327014097,6.1169583
BSD68,test053.png,50,1,bilateral,16.2431054922145,0.105265725050622,0.8062826
BSD68,test053.png,50,1,guided,16.6744674804232,0.111085367669082,0.0172986
BSD68,test053.png,50,1,l0,17.3875304950174,0.142335033432791,4.468517
BSD68,test053.png,50,1,lgss,15.500895843,0.1134461651,3.627139
BSD68,test053.png,50,1,original,17.3401687448869,0.175692773274311,5.9436742
BSD68,test053.png,50,1,tv,12.8221565106,0.0555826457,0.967221
BSD68,test054.png,50,1,adaptive,14.7643785669453,0.210119467794288,10.6464324
BSD68,test054.png,50,1,bilateral,16.128313825349,0.23770598223515,0.9790994
BSD68,test054.png,50,1,guided,16.4951772198683,0.244226742264747,0.0171042
BSD68,test054.png,50,1,l0,16.9706189441237,0.274767252909998,4.4270262
BSD68,test054.png,50,1,lgss,15.5393833495,0.2469916262,3.6539036
BSD68,test054.png,50,1,original,17.0510647696595,0.315005686860841,13.0138487
BSD68,test054.png,50,1,tv,12.9014734075,0.1505678659,1.0444696
BSD68,test055.png,50,1,adaptive,15.0348643917317,0.252117515983763,6.8515283
BSD68,test055.png,50,1,bilateral,16.3509949352067,0.281643475588343,0.7912312
BSD68,test055.png,50,1,guided,16.7604171422301,0.288286431663369,0.0173821
BSD68,test055.png,50,1,l0,17.4284208026918,0.323702131564636,3.1486359
BSD68,test055.png,50,1,lgss,15.8792545693,0.2922409233,3.6701702
BSD68,test055.png,50,1,original,17.7583944678251,0.372839144576098,9.4904108
BSD68,test055.png,50,1,tv,13.2391203162,0.1882648161,0.9582637
BSD68,test056.png,50,1,adaptive,14.7176416313605,0.380855383627241,5.2939834
BSD68,test056.png,50,1,bilateral,15.8854225579018,0.411619160231293,0.5654248
BSD68,test056.png,50,1,guided,16.2211654324136,0.418915013868944,0.009545
BSD68,test056.png,50,1,l0,16.0891031034946,0.390232424568152,2.2965528
BSD68,test056.png,50,1,lgss,14.9354106218,0.3898385676,3.5746125
BSD68,test056.png,50,1,original,16.1355887487521,0.427192098857172,4.5697725
BSD68,test056.png,50,1,tv,12.9285589429,0.2943385939,0.9751871
BSD68,test057.png,50,1,adaptive,14.8278400433386,0.16632162095133,4.6710346
BSD68,test057.png,50,1,bilateral,16.2992409961381,0.192170235662535,0.6863477
